"ID";"CodeID";"Level";"Snippet"
"17";"13_DE";"Node1_03_14";"The Press will refrain from inappropriately sensational portrayal of violence, brutality and suffering. The Press shall respect the protection of young people."
"18";"13_DE";"Node1_03_14";"A report is inappropriately sensational if the person it covers is reduced to an object, to a mere thing. This is particularly so if reports about a dying or physically or mentally suffering person go beyond public interest and the readers' requirement for information. When placing pictorial representations of acts of violence and accidents on front pages, the Press shall respect the possible effects on children and young people."
"19";"13_DE";"Node1_04";"There must be no discrimination against a person because of his/her sex, a disability or his membership of an ethnic, religious, social or national group."
"20";"13_DE";"Node1_05";"Dishonest methods must not be used to acquire person-related news, information or photographs."
"21";"13_DE";"Node1_05";"Journalists must, as a fundamental principle, identify themselves as such. Untrue statements by a journalist about his/her identity and their publication when doing research work are fundamentally irreconcilable with the standing and function of the Press."
"22";"13_DE";"Node1_05";"Undercover research may be justifiable in individual cases if in this way information of particular public interest is gained which cannot be procured by other means."
"23";"13_DE";"Node1_07_01";"In principle, the Press does not accept news 'blackouts'. Co-ordination between the media and the police shall occur only if the action of journalists can protect or save the life and health of victims and other involved persons. The Press shall comply with police requests for a partial or total news embargo for a certain period of time in the interest of solving crime, if the request is justified convincingly."
"24";"13_DE";"Node1_17";"In the event of accidents and natural disasters, the Press must bear in mind that emergency services for the victims and those in danger have priority over the public right to information."
"25";"13_DE";"Node1_17";"When conducting research among people requiring protection, particular restraint is called for. This applies especially to people who are not in full possession of their mental or physical powers or who have been exposed to an extremely emotional situation, as well as to children and juveniles. "
"26";"13_DE";"Node1_17";"In reports on countries where opposition to the government can mean danger to life and limb, the Press must always consider whether, by publishing names or photographs, those involved may be identified and persecuted. Furthermore, the publication of details concerning escapees and their escape may result in relatives and friends who are still in the escapees homelands being endangered, or in still-existing escape-routes being closed."
"27";"13_DE";"Node1_17";"The Press will refrain from vituperating against religious, philosophical or moral convictions."
"28";"13_DE";"Node1_17";"When placing pictorial representations of acts of violence and accidents on front pages, the Press shall respect the possible effects on children and young people."
"29";"13_DE";"Node1_07_05";"Press stories must not play down drug abuse."
"30";"13_DE";"Node1_07_06";"In particular with regard to reporting on crimes and accidents, as a rule the identification of children and young people is inadmissible before completion of their 18th year."
"31";"13_DE";"Node1_17_06";"The Press shall only publish names, photographs and other information enabling the identification of suspects or perpetrators if the legitimate interest of the public outweighs the interests worthy of protection of the persons involved in the individual case. Factors that are to be taken into account in particular are: the intensity of the suspicion, the seriousness of the allegation, the state of proceedings, the suspect's or perpetrator's degree of fame, the suspect's or perpetrator's earlier behaviour and the intensity with which he/she seeks publicity. "
"32";"13_DE";"Node1_17_06";"there is a connection between a famous person's position and the crime he/she is accused of or if the crime the person is accused of is contrary to his/her public image;"
"33";"13_DE";"Node1_17_06";"If the Press has reported on the unconfirmed conviction of a person, it should also report an ensuing acquittal or a marked lessening of charges if the legitimate interests of the person affected do not dictate to the contrary. This recommendation also applies to the dropping of an investigation."
"34";"13_DE";"Node1_17_10";"The publication of so-called criminals' memoirs infringes journalistic principles if crimes are justified or qualified with hindsight, the victims are inappropriately affected, and a detailed description of the crime merely satisfies the demand for sensation."
"35";"13_DE";"Node1_17_13";"Victims have the right to special protection of their identity. Knowledge about the victim's identity is generally irrelevant for understanding an accident occurrence, the circumstances of a disaster or crime. Publication of the name and photograph of a victim is permissible if the victim resp. the relatives or other authorized persons have given their consent or if the victim is a public figure."
"36";"13_DE";"Node1_07_07";"Reports on medical matters should not be of an unnecessarily sensationalist nature since they might lead to unfounded hopes or fears on the part of some readers. Research findings that are still at an early stage should not be portrayed as if they were conclusive or almost conclusive."
"37";"13_DE";"Node1_17_01";"When reporting on investigations and criminal court proceedings against young persons and on their appearance in court, the Press must exercise especial restraint out of consideration for their future."
"38";"13_DE";"Node1_17_14";"Accurate informing of the public during election campaigns includes the Press reporting on opinions that it does not share."
"39";"13_DE";"Node1_17_15";"Reporting on suicide calls for restraint. This applies in particular to the publication of names and photographs and the description of the particular circumstances."
"41";"13_DE";"Node1_17_13";"The limit of acceptability in reports on accidents and disasters is respect for the suffering of the victims and the feelings of their dependants. Victims of misfortune must not be made to suffer a second time by their portrayal in the media."
"42";"13_DE";"Node1_17_18";"The Press will refrain from inappropriately sensational portrayal of violence, brutality and suffering. The Press shall respect the protection of young people."
"43";"13_DE";"Node1_17_18";"In reporting actual and threatened acts of violence, the Press should weigh carefully the public's interest in information against the interests of the victims and other people involved. It should report on such incidents in an independent and authentic way, but not allow itself to be made the tool of criminals. Nor should it undertake independent attempts to mediate between criminals and the police."
"44";"13_DE";"Node3_01_09";"These professional ethics give everyone the right to complain about the Press. Complaints are justified if professional ethics are infringed."
"45";"13_DE";"Node3_01_09";"It is considered fair reporting when a public reprimand issued by the German Press Council is published, especially by the publication or telecommunications media concerned."
"47";"13_DE";"Node3_11";"The Press bears responsibility for all its publications, including user-generated content."
"48";"13_DE";"Node3_11";"Editors shall ensure compliance with journalistic principles if they detect violations through user-generated content or if such violations are pointed out to them by third parties. In the event that editors select or edit individual user-generated content, compliance with journalistic principles must be ensured from the outset."
"49";"13_DE";"Node3_16_04";"The informing of the public about events which are of general interest and importance for forming of public opinion and intent, must not be restricted or prevented by exclusive agreements with informants or shielding of them. Those who seek a monopoly on information exclude the rest of the Press from acquiring important news and thus impinge upon the freedom of information."
"50";"13_DE";"Node3_16_05";"The journalistic principles define the professional ethics of the Press. These include the duty within the framework of the Constitution and constitutional laws to maintain the standing of the Press and speak up for the freedom of the Press."
"51";"13_DE";"Node3_16_06";"The freedom of the Press enshrined in the Basic Law includes the independence and freedom of information, the right of expression and criticism."
"52";"13_DE";"Node3_16_08";"The public has a legitimate interest in being informed about crimes, investigation proceedings and trials. It is the task of the Press to report on these issues."
"53";"13_DE";"Node3_20_04";"Publishers, editors and journalists must in their work remain aware of their responsibility towards the public and their duty to uphold the prestige of the Press."
"54";"13_DE";"Node3_20_04";"The journalistic principles define the professional ethics of the Press. These include the duty within the framework of the Constitution and constitutional laws to maintain the standing of the Press and speak up for the freedom of the Press."
"55";"13_DE";"Node4_01";"The acceptance of privileges of any kind that could possibly influence the freedom of decision on the part of publishers and editors are irreconcilable with the prestige, independence and responsibilities of the Press. Anyone accepting bribes for the dissemination of news acts in a dishonourably and unprofessional manner."
"56";"13_DE";"Node4_02";"Journalists and publishers shall not perform any activities that could throw doubt over the credibility of the Press."
"57";"13_DE";"Node4_02_01";"Journalists and publishers shall take the necessary measures to ensure compliance with these regulations. Conflicts of interest in drawing up or passing on financial analyses shall be revealed in an appropriate manner."
"58";"13_DE";"Node4_02_02";"Journalists and publishers may not publish any reports about securities and/or their issuers with the intention of enriching themselves, their family members or other close persons through the price development of the security in question. They should not buy or sell securities, either directly or through agents, on which they have published something in the previous two weeks or on which they are planning to report in the next two weeks."
"59";"13_DE";"Node4_04_05";"Editorial stories that refer to companies, their products, services or events must not overstep the boundary to surreptitious advertising. This risk is especially great if a story goes beyond justified public interest or the reader's interest in information or is paid for by a third part or is rewarded by advantages with a monetary value."
"60";"13_DE";"Node4_04_07";"The responsibility of the Press towards the general public requires that editorial publications are not influenced by the private or business interests of third parties or the personal economic interests of the journalists. Publishers and editors must reject any attempts of this nature and make a clear distinction between editorial and commercial content. If a publication concerns the publisher's own interests, this must be clearly identifiable."
"61";"13_DE";"Node4_04_07";"Paid publications must be so designed that the reader can recognise advertising as such. They can be separated from the editorial section by means of identification and/or design. Furthermore, regulations under advertising law apply."
"62";"13_DE";"Node4_04_07";"Editorial stories that refer to companies, their products, services or events must not overstep the boundary to surreptitious advertising. This risk is especially great if a story goes beyond justified public interest or the reader's interest in information or is paid for by a third part or is rewarded by advantages with a monetary value."
"63";"13_DE";"Node4_05";"Should a journalist or publisher exercise another function in addition to his or her journalistic activity, for example in a government, a public authority or a business enterprise, all those involved must take care strictly to separate these functions. The same applies in reverse."
"64";"13_DE";"Node4_05";"Secret service activities by journalists and publishers are irreconcilable with the duties stemming from professional secrecy and the prestige of the media. Secret service information must not be brought into connection with the journalist's right to professional secret."
"65";"13_DE";"Node4_05_02";"In principle, the Press does not accept news 'blackouts'. Co-ordination between the media and the police shall occur only if the action of journalists can protect or save the life and health of victims and other involved persons. The Press shall comply with police requests for a partial or total news embargo for a certain period of time in the interest of solving crime, if the request is justified convincingly."
"66";"13_DE";"Node4_07";"They perform their journalistic task fairly, according to the best of their knowledge and belief, uninfluenced by personal interests and motives that have nothing to do with the matter in hand."
"67";"13_DE";"Node4_07_01";"Even the appearance that the freedom of decision of a publishing house and its editorial staff can be impaired is to be avoided. Journalists shall therefore not accept any invitations or gifts whose value exceeds the extent that is usual in business and necessary as part of working life."
"68";"13_DE";"Node4_07_04";"Journalists and publishers who research or receive information within the context of exercising their profession shall use this information prior to publication only for journalistic purposes and not for their own personal advantage or the personal advantage of others."
"69";"13_DE";"Node4_07_05";"Editorial stories that refer to companies, their products, services or events must not overstep the boundary to surreptitious advertising. This risk is especially great if a story goes beyond justified public interest or the reader's interest in information or is paid for by a third part or is rewarded by advantages with a monetary value."
"70";"13_DE";"Node4_07_05";"If journalists report on Press trips to which they have been invited, they shall make this financing clear."
"71";"13_DE";"Node4_07_06";"Should a journalist or publisher exercise another function in addition to his or her journalistic activity, for example in a government, a public authority or a business enterprise, all those involved must take care strictly to separate these functions. The same applies in reverse."
"72";"13_DE";"Node5_01";"Respect for the truth, preservation of human dignity and accurate informing of the public are the overriding principles of the Press. In this way, every person active in the Press preserves the standing and credibility of the media."
"73";"13_DE";"Node5_01_03";"Its sense must not be distorted or falsified by editing, title or picture captions"
"74";"13_DE";"Node5_01_08";"When publishing the results of opinion polls, the Press shall give the number of respondents, the date of the poll, the identity of the person or organisation that commissioned it, and the questions asked. At the same time, it must also state whether the results are representative. If the institute was not commissioned to carry out the poll, it should be pointed out that it was implemented at the initiative of the institute itself."
"75";"13_DE";"Node5_02";"The Press bears full journalistic responsibility for advance reports published in a compressed form which"
"76";"13_DE";"Node5_02";"Anyone who further distributes advance reports by Press organs by stating the source must, basically, be able to rely on their validity. Abridgements or additions must not lead to a situation where the basic elements of the story are given a new slant or prompt incorrect conclusions which may harm the legitimate interests of third parties."
"77";"13_DE";"Node5_03";"If an illustration, especially a photograph, can be taken to be a documentary picture by the casual reader, although it is a symbolic photograph, this must be clarified. For this reason:"
"78";"13_DE";"Node5_03";"The duty of care requires misleading distortions be excluded in graphical representations."
"79";"13_DE";"Node5_03_02";"Its sense must not be distorted or falsified by editing, title or picture captions"
"80";"13_DE";"Node5_03_02";"photo-montages or other changes"
"81";"13_DE";"Node5_05";"Published news or assertions, in particular those of a personal nature, which subsequently turn out to be incorrect must be promptly rectified in an appropriate manner by the publication concerned."
"82";"13_DE";"Node5_05";"The reader must be able to recognise that the previous article was wholly or partly incorrect. For this reason a correction publishing the true facts must also refer to the incorrect article. The true facts are to be published even if the error has already been publicly admitted in another way."
"83";"13_DE";"Node5_05";"If journalistic-editorial research, processing or use of person-related data results in the Press having to publish corrections, retractions, refutations by the persons concerned or to a reprimand by the German Press Council, the publication involved must store them along with the original data and document them for the same period as the original data."
"84";"13_DE";"Node5_07";"Its sense must not be distorted or falsified by editing, title or picture captions"
"85";"13_DE";"Node5_09_02";"1) The Press Code must be observed when publishing readers' letters. It is in the interest of informing the public to allow opinions not shared by the editorial team to be expressed in the Readers' Letters section. 2) Correspondence with publishers or editorial departments can be printed as readers' letters if it is clear, due to their form and content, that this is in accordance with the sender's wishes. Consent may be assumed if the letter refers to articles published by the newspaper or magazine concerned or to matters of general interest. The authors of such readers' letters have no legal right to have them published. 3) It is common practice that readers' letters are published with the author's name. Only in exceptional cases can, at the request of the author, another designation be used. When printing, the Press shall refrain from publishing addresses unless publication of the address serves to respect justified interests. If there is any doubt about the identity of the sender, a letter should not be printed. When taking over user-generated content (Guideline 2.7) in the form of readers' letters, pseudonyms may be retained. However, the source must be indicated. The publication of fake readers' letters is not compatible with the duties of the Press. 4) Changes or abridgements of letters are fundamentally impermissible without the author's consent. However, abridgements are possible if the Readers' Letters section contains a regular notice that the editor reserves the right to shorten such letters without changing the meaning of them. Should the sender expressly forbid changes or abridgements, the editorial department must either comply with that wish, even if it has reserved the right to abridgement, or decline to publish the letter. 5) All readers' letters sent to the editor are subject to editorial secrecy. They must never be passed on to third parties."
"86";"13_DE";"Node5_09_03";"User-generated content must be clearly marked as such."
"87";"13_DE";"Node5_14_06";"Symbolic photos must be clearly marked as such."
"88";"13_DE";"Node5_20_01";"Respect for the truth, preservation of human dignity and accurate informing of the public are the overriding principles of the Press. In this way, every person active in the Press preserves the standing and credibility of the media."
"89";"13_DE";"Node5_20_02";"A verbatim interview is absolutely journalistically correct if it correctly relays what has been said."
"90";"13_DE";"Node5_21";"Research is an indispensable instrument of journalistic due diligence. The publication of specific information in word, picture and graphics must be carefully checked in respect of accuracy in the light of existing circumstances."
"91";"13_DE";"Node5_21_06";"If the text of an interview is quoted in full or in part, the publication concerned must state its source. If the basic content of verbally expressed thoughts is paraphrased, it is nonetheless a matter of journalistic honour to state the source."
"92";"13_DE";"Node5_21_07";"Unconfirmed reports, rumours or assumptions must be quoted as such"
"93";"27_IE";"Node6_05";"The press is entitled to advocate strongly its own views on topics."
"94";"27_IE";"Node6_04";"The freedom to publish is vital to the right of the people to be informed. This freedom includes the right of the press to publish what it considers to be news, without fear or favour, and the right to comment upon it."
"95";"27_IE";"Node1_02";"Journalists shall protect confidential sources of information."
"96";"27_IE";"Node1_03_05";"Everyone has constitutional protection for his or her good name. The press shall not knowingly publish matter based on malicious misrepresentation or unfounded accusations, and must take reasonable care in checking facts before publication."
"97";"27_IE";"Node1_03_08";"Taking photographs of individuals in private places without their consent is not acceptable, unless justified by the public interest."
"98";"27_IE";"Node1_03_11";"Privacy is a human right, protected as a personal right in the Irish Constitution and the European Convention on Human Rights, which is incorporated into Irish law. The private and family life, home and correspondence of everyone must be respected."
"99";"27_IE";"Node1_03_11";"Readers are entitled to have news and comment presented with respect for the privacy and sensibilities of individuals. However, the right to privacy should not prevent publication of matters of public record or in the public interest."
"100";"27_IE";"Node1_03_13";"Everyone has constitutional protection for his or her good name. The press shall not knowingly publish matter based on malicious misrepresentation or unfounded accusations, and must take reasonable care in checking facts before publication."
"101";"27_IE";"Node1_04";"The press shall not publish material intended or likely to cause grave offence or stir up hatred against an individual or group on the basis of their race, religion, nationality, colour, ethnic origin, membership of the travelling community, gender, sexual orientation, marital status, disability, illness or age."
"102";"27_IE";"Node1_05";"Readers are entitled to expect that the content of the press reflects the best judgment of editors and writers and has not been inappropriately influenced by undisclosed interests. Wherever relevant, any significant financial interest of an organization should be disclosed. Writers should disclose significant potential conflicts of interest to their editors."
"103";"27_IE";"Node1_05";"The press shall strive at all times for fair procedures and honesty in the procuring and publishing of news and information."
"104";"27_IE";"Node1_05_02";"The press shall not obtain information, photographs or other material through misrepresentation or subterfuge, unless justified by the public interest."
"105";"27_IE";"Node1_05_04";"Journalists and photographers must not obtain, or seek to obtain, information and photographs through harassment, unless their actions are justified in the public interest."
"106";"27_IE";"Node1_17";"Sympathy and discretion must be shown at all times in seeking information in situations of personal grief or shock. In publishing such information, the feelings of grieving families should be taken into account. This should not be interpreted as restricting the right to report judicial proceedings."
"107";"27_IE";"Node1_07_06";"The press shall take particular care in seeking and presenting information or comment about a child under the age of 16."
"108";"27_IE";"Node1_07_06";"Journalists and editors should have regard for the vulnerability of children, and in all dealings with children should bear in mind the age of the child, whether parental or other adult consent has been obtained for such dealings, the sensitivity of the subject-matter, and what circumstances if any make the story one of public interest. Young people should be free to complete their time at school without unnecessary intrusion. The fame, notoriety or position of a parent or guardian must not be used as sole justification for publishing details of a child's private life."
"109";"27_IE";"Node1_17_10";"The press shall strive to ensure that court reports (including the use of images) are fair and accurate, are not prejudicial to the right to a fair trial and that the presumption of innocence is respected."
"110";"27_IE";"Node1_17_11";"Sympathy and discretion must be shown at all times in seeking information in situations of personal grief or shock. In publishing such information, the feelings of grieving families should be taken into account. This should not be interpreted as restricting the right to report judicial proceedings."
"111";"27_IE";"Node1_17_11";"The press shall strive to ensure that court reports (including the use of images) are fair and accurate, are not prejudicial to the right to a fair trial and that the presumption of innocence is respected."
"112";"27_IE";"Node1_17_15";"In the reporting of suicide, excessive detail of the means of suicide should be avoided."
"113";"27_IE";"Node3_01_09";"When requested or required by the Press Ombudsman and/or the Press Council to do so, the press shall publish the decision in relation to a complaint with due prominence."
"114";"27_IE";"Node3_14";"Freedom of the press carries responsibilities. Members of the press have a duty to maintain the highest professional and ethical standards."
"115";"27_IE";"Node4_02";"Readers are entitled to expect that the content of the press reflects the best judgment of editors and writers and has not been inappropriately influenced by undisclosed interests. Wherever relevant, any significant financial interest of an organization should be disclosed. Writers should disclose significant potential conflicts of interest to their editors."
"116";"27_IE";"Node5_01";"In reporting news and information, the press shall strive at all times for truth and accuracy."
"117";"27_IE";"Node5_05";"When a significant inaccuracy, misleading statement or distorted report or picture has been published, it shall be corrected promptly and with due prominence."
"118";"27_IE";"Node5_05_03";"When appropriate, a retraction, apology, clarification, explanation or response shall be published promptly and with due prominence."
"119";"27_IE";"Node5_08";"The press shall strive at all times for fair procedures and honesty in the procuring and publishing of news and information."
"120";"27_IE";"Node5_09_04";"Comment, conjecture, rumour and unconfirmed reports shall not be reported as if they are fact."
"121";"27_IE";"Node5_20_01";"In reporting news and information, the press shall strive at all times for truth and accuracy."
"122";"27_IE";"Node5_21_07";"Comment, conjecture, rumour and unconfirmed reports shall not be reported as if they are fact."
"123";"08_BE";"Node1_02";"Journalists shall keep secret the identity of informers to whom they have promised confidentiality. The same shall apply when journalists may presume that the information was given to them under the condition of anonymity or when they may fear endangering such informants. In such cases, journalists do not disclose anything that would make their source identifiable."
"124";"08_BE";"Node1_03";"respecting the rights of persons."
"125";"08_BE";"Node1_03";"Journalists shall take into account the rights of any person mentioned explicitly or implicitly in a piece of information. They shall weigh these rights against the general interest of the information."
"126";"08_BE";"Node1_03";"Image rights apply to images accessible online."
"127";"08_BE";"Node1_03";"Journalists shall respect the privacy of individuals and shall not reveal any personal data that are not relevant to the general interest. "
"128";"08_BE";"Node1_03";"Journalists shall avoid intrusion into the pain of persons and the dissemination of information and images offensive to human dignity except where relevant to the public interest."
"129";"08_BE";"Node1_03_05";"Where journalists broadcast serious accusations that could damage a person's reputation or honour, they shall give that person an opportunity to put forward his or her point of view before the accusations are broadcast. The impossibility of obtaining an answer does not prevent the dissemination of information, but the public must be warned of this impossibility."
"130";"08_BE";"Node1_03_11";"Journalists shall take into account the rights of any person mentioned explicitly or implicitly in a piece of information. They shall weigh these rights against the general interest of the information."
"131";"08_BE";"Node1_03_11";"Journalists shall respect the privacy of individuals and shall not reveal any personal data that are not relevant to the general interest."
"132";"08_BE";"Node1_03_14";"All screenwriting must serve the purpose of clarifying information."
"133";"08_BE";"Node1_04";"Journalists shall mention personal characteristics only if they are relevant to the public interest. When reporting on these characteristics, journalists shall avoid stereotypes, generalisations, exaggerations and stigmatisation. They shall refrain from even indirect incitement to discrimination, racism and xenophobia."
"134";"08_BE";"Node1_05";"Journalists shall use fair methods to collect and process information, photos, images and documents."
"135";"08_BE";"Node1_07";"Journalists shall not make any commitment to any interlocutor which might jeopardise their independence. However, they shall respect the methods of dissemination that they have freely accepted, such as embargoes, 'off', anonymity, etc. These commitments must be clear and indisputable."
"136";"08_BE";"Node1_17";"Journalists shall avoid intrusion into the pain of persons and the dissemination of information and images offensive to human dignity except where relevant to the public interest."
"137";"08_BE";"Node1_17";"Journalists shall pay particular attention to the rights of persons unfamiliar with the media and persons in fragile situations such as minors or victims of violence, accidents, attacks, etc., as well as their relatives."
"138";"08_BE";"Node1_17_13";"Journalists shall pay particular attention to the rights of persons unfamiliar with the media and persons in fragile situations such as minors or victims of violence, accidents, attacks, etc., as well as their relatives."
"139";"08_BE";"Node1_17_03";"Journalists shall pay particular attention to the rights of persons unfamiliar with the media and persons in fragile situations such as minors or victims of violence, accidents, attacks, etc., as well as their relatives."
"142";"08_BE";"Node2_07";"The decision on whether or not to publish, in whole or in part, reactions from the public, as well as the management and moderation, preferably a priori, of online forums and dialogue spaces, shall be the sole independent responsibility of the editorial staff. The editorial staff shall respect the meaning and spirit of the comments reported."
"143";"08_BE";"Node3_15";"Journalists' responsibility towards the public takes precedence over their responsibilities to special interests, public authorities and their employers."
"144";"08_BE";"Node3_16_03";"collecting and disseminating information independently"
"145";"08_BE";"Node3_16_03";"Journalists shall conduct research and investigations and freely report on all facts of general interest in order to enlighten public opinion. They shall only accept restrictions on the confidentiality of public or private affairs for duly justified reasons of general interest and provided that such restrictions do not create unjustified obstacles to freedom of information."
"146";"08_BE";"Node3_16_04";"The editorial offices are free to remunerate the authors of exclusive texts, sounds and images, provided that other media are not deprived of access to the same sources of information."
"147";"08_BE";"Node3_16_05";"Journalists shall defend in their work full freedom of investigation, information, comment, opinion, criticism, humour, satire and editorial choices (in particular the choice of their interlocutors)."
"148";"08_BE";"Node3_16_06";"The right to information, freedom of expression and criticism are fundamental rights and essential prerequisites for a democratic society."
"149";"08_BE";"Node3_16_08";"The right to information, freedom of expression and criticism are fundamental rights and essential prerequisites for a democratic society."
"150";"08_BE";"Node3_16_08";"Journalists have the right and duty to inform the public about matters of public interest"
"151";"08_BE";"Node3_16_08";"Journalists shall seek and respect the truth because of the public's right to know the truth."
"152";"08_BE";"Node3_16_08";"Journalists shall conduct research and investigations and freely report on all facts of general interest in order to enlighten public opinion. They shall only accept restrictions on the confidentiality of public or private affairs for duly justified reasons of general interest and provided that such restrictions do not create unjustified obstacles to freedom of information."
"153";"08_BE";"Node3_18";"This should not to be confused with the curiosity of the public, which does not have an absolute right to know everything. Journalists do not have an absolute right to disclose everything."
"154";"08_BE";"Node3_18";"Journalists may exceptionally bypass certain rules of this Code when the information is of overriding public interest and cannot be collected or reported in any other way. The rules to which exceptions may be made subject to any additional conditions are marked with an"
"155";"08_BE";"Node3_20_09";"Journalists shall respect their professional ethics regardless of the medium, including the professional use of social networks, personal websites and blogs as sources of information and as media for disseminating information."
"156";"08_BE";"Node3_20_11";"Journalists shall demonstrate mutual understanding and loyalty among themselves, without renouncing their freedom of investigation, information, comment, criticism, satire and editorial choices, as set forth in Article 9."
"157";"08_BE";"Node4_02";"Journalists do not seek or accept any advantage that would jeopardize their independence."
"158";"08_BE";"Node4_02";"Journalists shall avoid any conflict of interest. They shall not engage in any activity on behalf of third parties if this activity affects their independence."
"159";"08_BE";"Node4_02_02";"Journalists shall not use in their own interests or in the interests of their relatives the ?nancial information of which they are aware before it is made available to the public. They shall refrain from any form of insider trading and market manipulation. "
"160";"08_BE";"Node4_04";"Journalists report on events sponsored by their media with the same ethics as they would on any other event."
"161";"08_BE";"Node4_04_02";"Journalists shall not assist in advertising non-journalistic or communication activities."
"162";"08_BE";"Node4_04_04";"The quoting of brands, companies, personalities, events, institutions, etc. shall meet journalistic criteria only."
"163";"08_BE";"Node4_04_07";"The editorial offices shall ensure that advertising messages are presented in such a way as to avoid confusion with journalistic information."
"164";"08_BE";"Node4_05_01";"Journalists shall not act as auxiliaries to the police or other security services. They shall only be obliged to pass on to them information that has already been made public in their media."
"165";"08_BE";"Node4_10";"Journalists preserve their independence and refuse all pressure. They shall only accept instructions from those responsible for their editorial staff."
"166";"08_BE";"Node5_01";"When transcribing interviews, they shall respect the meaning and spirit of the statements made."
"167";"08_BE";"Node5_01_03";"Journalists shall not distort any information and shall not eliminate any essential information presented in text, image, sound or other form."
"168";"08_BE";"Node5_01_06";"Where journalists broadcast serious accusations that could damage a person's reputation or honour, they shall give that person an opportunity to put forward his or her point of view before the accusations are broadcast. The impossibility of obtaining an answer does not prevent the dissemination of information, but the public must be warned of this impossibility."
"169";"08_BE";"Node5_05";"Editors shall explicitly and promptly rectify any erroneous facts they have disseminated."
"170";"08_BE";"Node5_08";"They shall verify the truthfulness of the information and report it honestly."
"171";"08_BE";"Node5_09";"The facts are binding. Commentary, opinion, criticism, humour and satire are free, whatever the form (text, drawing, image, sound)."
"172";"08_BE";"Node5_09_04";"Journalists shall clearly distinguish in the eyes of the public between facts, analyses and opinions. When expressing their own opinions, they shall make this clear."
"173";"08_BE";"Node5_14_03";"Journalists shall not engage in plagiarism. When they pass on exclusive information previously published by another medium, they shall mention the source."
"174";"08_BE";"Node5_14_03";"By plagiarism, this code refers to the textual or quasi-textual reproduction of an original work without quoting the author."
"175";"08_BE";"Node5_20_01";"Journalists shall seek and respect the truth because of the public's right to know the truth. "
"176";"08_BE";"Node5_21_01";"They shall only disseminate information whose origin is known to them."
"177";"08_BE";"Node5_21_06";"As far as possible and as far as relevant, they shall make known the sources of their information unless it is justified to protect their anonymity"
"178";"08_BE";"Node5_21_08";"disseminating verified information;"
"179";"08_BE";"Node5_21_08";"They shall verify the truthfulness of the information and report it honestly."
"180";"08_BE";"Node5_21_08";"Urgency does not exempt journalists from quoting (see art. 1) and/or verifying their sources, nor from carrying out a serious investigation. Journalists shall observe the utmost caution in the way they disseminate information and avoid any approximation"
"181";"08_BE";"Node6_10_05";"Journalists shall refuse injunctions that are contrary to journalistic ethics, wherever they come from."
"182";"08_BE";"Node6_10_05";"They are not obliged to accept any injunction that is contrary to the editorial line of the media outlet with which they work"
